mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_97800,CCC#CC1CN1CC,2.97375,0.7068,0.63805,1.4839,94.17,-0.2185,0.042,0.2605,1896.5258,0.192266,-367.164426,-367.153719,-367.152775,-367.202868,37.843
gdb_17769,N#CCN1C2CC1C2,5.53192,1.31169,1.27004,4.6154,69.93,-0.2407,0.027,0.2676,980.3335,0.131523,-342.712395,-342.705551,-342.704607,-342.744031,26.019
gdb_115129,CNC1COC(=N)C1=O,2.60013,1.42715,1.08861,4.9101,71.61,-0.2389,-0.068,0.1709,1139.8276,0.136338,-455.151411,-455.142774,-455.14183,-455.185203,31.199
gdb_89152,CC1CC2(O)C(C)OC12,2.1891,1.57367,1.24148,2.2619,78.25,-0.2349,0.0669,0.3018,1138.5089,0.180633,-424.200485,-424.191038,-424.190093,-424.234458,35.763
gdb_78860,CC1C2C3C(N13)C21CN1,2.81096,1.79666,1.37918,2.602,78.53,-0.2313,0.0741,0.3054,987.1219,0.160556,-381.971678,-381.964308,-381.963364,-382.003048,30.109
gdb_46570,O=C1COC23CN(C2)C13,3.09364,1.73941,1.35832,2.1683,68.82,-0.2449,-0.0456,0.1993,935.1181,0.125062,-437.782902,-437.776211,-437.775267,-437.813978,26.865
gdb_36272,N#CCC1C2C3CC3C12,4.45373,0.96219,0.89724,4.4807,79.71,-0.2248,0.0374,0.2622,1304.5549,0.148553,-364.742032,-364.734254,-364.73331,-364.774984,30.244
gdb_44981,O=C1CC2(CC2N1)C#C,3.74612,1.20362,1.03752,3.2698,76.09,-0.2434,0.021,0.2645,1136.7672,0.124423,-400.747442,-400.739596,-400.738651,-400.779724,30.713
gdb_31580,COc1[nH]c(c(n1)N)N,3.35114,1.15984,0.87139,1.5595,72.58,-0.1665,0.0644,0.2309,1299.137,0.13708,-451.349492,-451.33999,-451.339046,-451.38362,34.317
gdb_17726,C1CC23NC4C2N1C34,4.52289,2.58629,2.08538,1.4502,67.4,-0.2159,0.0589,0.2747,683.1408,0.133648,-342.645553,-342.640228,-342.639283,-342.674556,22.857
gdb_82866,OC1C2OC3CC1CC23,2.53077,2.06351,1.77667,2.502,72.18,-0.2395,0.0737,0.3132,875.8643,0.163667,-423.030707,-423.024433,-423.023489,-423.060946,27.436
gdb_127718,Cn1c(c(nn1)C#N)N,3.50719,1.32241,0.96728,7.5876,72.65,-0.242,-0.0138,0.2282,1135.0554,0.102195,-429.062454,-429.054121,-429.053177,-429.095511,29.65
gdb_104983,CCC1(CC1)C(C)(C)C,2.24431,1.24616,1.0729,0.1974,94.85,-0.2597,0.0787,0.3384,1363.5866,0.250297,-353.552375,-353.541429,-353.540485,-353.587358,43.186
gdb_107690,OCC12COCCC1O2,3.25461,1.26906,1.0586,2.5759,70.82,-0.2556,0.0734,0.329,1166.829,0.16014,-460.143029,-460.134774,-460.13383,-460.176067,31.547
gdb_108158,COC12CN=C3NC1C23,3.4165,1.51857,1.27785,2.9158,73.86,-0.2289,-0.0511,0.1778,1005.8197,0.134768,-417.847925,-417.840239,-417.839295,-417.880054,29.803
gdb_84685,CC1C=CC2COC12C,2.12209,1.87936,1.4463,1.47,82.92,-0.2389,0.0193,0.2582,1044.6675,0.182798,-387.095253,-387.086758,-387.085813,-387.127877,33.402
gdb_102891,CCC(OCC#N)C#N,1.82536,1.25996,0.86994,2.7044,73.33,-0.3198,-0.0158,0.304,1356.7204,0.134071,-418.021721,-418.011838,-418.010894,-418.057735,33.815
gdb_49834,N=CN1CC(=O)C1C#C,2.18958,1.50689,0.97554,2.3342,75.51,-0.2386,-0.0432,0.1953,1169.7611,0.110638,-416.76346,-416.754802,-416.753858,-416.79741,31.094
gdb_106596,CCC12CC(CC)(C1)O2,3.84501,0.95105,0.94239,1.5315,86.77,-0.227,0.094,0.3211,1430.331,0.20406,-388.24751,-388.237786,-388.236842,-388.282053,37.0
gdb_105545,OCC1(CCO1)C1CO1,2.51371,1.43833,1.12356,2.8309,70.41,-0.2513,0.0659,0.3172,1134.5036,0.158466,-460.113355,-460.104544,-460.1036,-460.147216,32.565
gdb_29989,Cn1cnc2c1nco2,3.51,1.73881,1.17137,3.039,69.02,-0.2162,-0.0105,0.2058,970.887,0.104319,-432.899193,-432.892353,-432.891409,-432.930832,25.18
gdb_76087,CC1C(C#C)N1C1CC1,2.32109,1.315,1.04129,1.0456,86.81,-0.2237,0.0357,0.2594,1250.7637,0.16868,-365.932865,-365.923378,-365.922433,-365.967379,35.675
gdb_25268,c1cn2c(n1)CCC2=O,3.15259,1.77671,1.15242,1.4421,72.49,-0.2393,-0.0362,0.2032,989.7891,0.116146,-416.891339,-416.884634,-416.88369,-416.922858,25.556
gdb_33674,N#CC12C3CCC1CN23,3.14144,1.44005,1.38497,4.9427,76.87,-0.2519,0.0034,0.2553,1000.4955,0.139099,-380.85208,-380.845168,-380.844224,-380.883336,27.566
gdb_61781,CC(OC=N)C(N)C#N,2.08392,1.30611,0.84562,4.3434,75.14,-0.2662,0.0161,0.2823,1343.5248,0.146102,-435.26884,-435.258553,-435.257609,-435.305149,35.689
gdb_114077,CC12CC(O1)C(CO)C2,3.32474,1.1521,1.03595,0.4905,78.24,-0.2408,0.0786,0.3194,1245.0273,0.182751,-424.210426,-424.201727,-424.200783,-424.243535,33.951
gdb_125890,CC1CC1N1N=CN=N1,3.68593,1.19773,1.17473,2.8822,74.26,-0.2734,-0.024,0.2494,1117.7481,0.13765,-414.161938,-414.154141,-414.153197,-414.195317,28.581
gdb_10989,CC1C2CC1(C)OC2,2.73888,2.37186,1.70219,1.5394,74.45,-0.23,0.0889,0.3189,873.271,0.177654,-348.994057,-348.986457,-348.985513,-349.025246,30.413
gdb_131727,c1c(n[nH]c1C#N)CO,4.54037,0.93707,0.78599,3.7962,73.0,-0.2615,-0.0426,0.2189,1349.4375,0.102527,-432.893817,-432.885643,-432.884698,-432.927588,28.845
gdb_49110,O=CC1=C2CN3C(C1)C23,3.75518,1.4516,1.21765,3.095,80.85,-0.2284,-0.0848,0.1436,1002.4683,0.124545,-400.639892,-400.632947,-400.632003,-400.671246,27.284
gdb_23104,ON=C1CNCC1C#N,2.05606,1.5432,0.92642,4.1141,72.5,-0.2494,-0.0157,0.2337,1203.7695,0.125505,-434.033906,-434.025551,-434.024607,-434.067419,30.644
gdb_66064,OC1(CCC1C#C)C=O,2.21662,1.45577,1.0886,2.257,76.33,-0.253,-0.0452,0.2077,1148.6242,0.132985,-421.789214,-421.78015,-421.779206,-421.823155,33.701
gdb_90847,OC1CN2C3C4OC13C24,3.16546,1.93124,1.47827,1.0865,66.93,-0.2277,0.0396,0.2673,875.2855,0.124745,-437.732415,-437.725927,-437.724983,-437.762993,26.903
gdb_26528,CC1=C(N)C(=N)N=CN1,2.38173,1.84746,1.04866,5.4446,82.79,-0.1828,-0.0007,0.1821,1103.5471,0.138678,-414.237217,-414.228855,-414.22791,-414.269843,32.058
gdb_54508,CC(=O)C12OC1CC=C2,3.31958,1.39474,1.1115,2.4603,73.79,-0.2474,-0.0284,0.2191,1102.5753,0.134504,-421.837163,-421.828937,-421.827992,-421.870406,30.719
gdb_120141,CCCC1C2CC(O)C12,2.78225,0.97736,0.87544,1.4486,85.94,-0.2482,0.0729,0.3211,1477.9767,0.205493,-388.262783,-388.253128,-388.252184,-388.29775,36.541
gdb_90688,CC1OC2C1C2C(N)=O,3.5814,1.12927,1.06181,3.3586,72.57,-0.2343,0.0289,0.2632,1193.1885,0.147574,-439.080481,-439.072034,-439.071089,-439.113746,32.263
gdb_133057,c1c(cnc(n1)F)CO,5.03169,0.98895,0.83746,5.022,65.94,-0.2622,-0.0491,0.2132,1256.9758,0.101656,-478.019753,-478.012121,-478.011177,-478.053023,27.321
gdb_8306,OCCC1CC(=O)O1,6.05418,0.94795,0.88751,2.8556,61.37,-0.2745,0.0082,0.2827,1259.9685,0.129845,-420.900122,-420.892022,-420.891078,-420.933428,28.669
gdb_108367,CC1(O)C2COC12CO,2.16896,1.66131,1.24007,3.9262,71.32,-0.2335,0.0563,0.2898,1086.004,0.156969,-460.107374,-460.098048,-460.097104,-460.141208,35.078
gdb_25832,CC(=O)c1ccncc1,3.83867,1.2082,0.92423,2.286,78.84,-0.2573,-0.073,0.1843,1207.0645,0.125901,-400.830006,-400.822327,-400.821383,-400.86265,28.583
gdb_126440,CCc1c(n[nH]n1)C#C,1.90711,1.82274,0.99803,0.6296,79.07,-0.2423,-0.022,0.2203,1167.6151,0.124928,-396.913133,-396.904607,-396.903662,-396.947122,31.01
gdb_52347,C(CC=O)CC#CC#N,7.51445,0.42785,0.41166,3.8702,85.6,-0.2659,-0.0498,0.216,2428.2078,0.122142,-400.749199,-400.739421,-400.738477,-400.785828,32.635
gdb_30032,OC1C=CC2=CNC=C12,3.25035,1.57891,1.11569,2.9849,78.6,-0.1974,-0.0041,0.1933,1039.8391,0.127303,-400.780791,-400.773646,-400.772702,-400.812131,28.648
gdb_20418,c1c(onn1)N2CC2,6.40147,1.54658,1.31003,4.9276,62.25,-0.2393,-0.0261,0.2133,878.2923,0.095944,-394.723692,-394.717178,-394.716233,-394.754917,23.567
gdb_15777,CC(CC#N)N1CC1,3.27851,1.3944,1.11018,5.1752,72.63,-0.2412,0.0411,0.2823,1099.7502,0.153205,-343.967397,-343.958823,-343.957879,-344.000969,31.017
gdb_100621,CCN(C)C(C#C)C#N,2.23549,1.16806,0.91379,3.2061,82.39,-0.2409,0.0037,0.2447,1355.6605,0.156419,-382.026624,-382.016178,-382.015234,-382.062256,37.142
gdb_110596,OCC1C2C3OC2C13O,3.36029,1.38913,1.164,3.8515,67.48,-0.2303,0.0519,0.2822,1054.4119,0.135066,-458.854143,-458.846415,-458.845471,-458.886259,30.404
gdb_27796,Cc1cc(cc(=O)[nH]1)O,1.94344,1.78351,0.93544,3.5223,76.73,-0.2092,-0.022,0.1872,1192.8577,0.125505,-437.974366,-437.96635,-437.965406,-438.006834,30.775
gdb_41106,C1CC23C=CC(C=C2)C13,2.98024,1.9268,1.74622,0.0731,82.82,-0.2166,-0.0058,0.2107,887.0033,0.162211,-348.695513,-348.689238,-348.688294,-348.725458,28.266
gdb_46985,N=C1OCC2OCC1O2,2.84396,1.83442,1.47099,1.7925,65.18,-0.2666,0.0135,0.28,908.8312,0.127092,-475.031394,-475.024518,-475.023573,-475.062968,26.421
gdb_84998,CN1CC(=O)C(C)(O)C1,2.52869,1.38006,1.11079,1.978,76.17,-0.2197,-0.0274,0.1923,1187.117,0.168962,-440.300661,-440.291171,-440.290227,-440.3347,35.582
gdb_75061,CC1=CCC(=O)C11CO1,2.32973,1.86292,1.12653,3.4901,75.6,-0.2417,-0.0362,0.2055,1071.278,0.134647,-421.84086,-421.832572,-421.831628,-421.873805,31.004
gdb_10815,CC1COC(=O)C=C1,4.97711,1.52554,1.21822,4.9899,67.62,-0.2622,-0.0461,0.2161,970.2162,0.131475,-383.789518,-383.782269,-383.781324,-383.821021,27.157
gdb_22513,CC1(OCC1=NO)C#N,2.47229,1.22732,1.11157,4.1627,70.07,-0.2755,-0.0295,0.246,1154.4597,0.110024,-453.886462,-453.877486,-453.876541,-453.92034,32.027
gdb_55798,CC(=O)NC1C2CC1C2,4.24851,0.92791,0.84113,3.4438,82.45,-0.2402,0.0343,0.2745,1428.9816,0.171337,-403.133389,-403.124502,-403.123558,-403.170006,32.622
gdb_45132,O=C1CC2CC2NC=C1,2.61665,1.6288,1.16328,5.4788,80.44,-0.2073,-0.0256,0.1817,1066.3183,0.150428,-401.960561,-401.952897,-401.951953,-401.992803,30.149
gdb_82736,CC1C2OC3C2C=CC13,2.93737,1.91575,1.52638,1.5455,78.2,-0.2304,0.0078,0.2382,928.8294,0.162042,-385.870132,-385.86348,-385.862536,-385.900681,28.402
gdb_57414,CC(C)(C)C1CC(=O)O1,3.17107,1.07485,1.01195,4.1207,78.35,-0.2729,0.0121,0.285,1289.6031,0.180347,-424.270104,-424.260411,-424.259467,-424.304364,36.554
gdb_75366,CC1=CCC2CCC1O2,2.58531,1.71036,1.35135,1.397,82.81,-0.229,0.0271,0.256,1055.0623,0.185457,-387.121128,-387.113379,-387.112434,-387.153083,31.236
gdb_52768,CC#CC1(C)C2CC1C2,3.35793,1.05437,0.89529,0.2774,93.04,-0.2353,0.0552,0.2905,1396.648,0.181832,-349.882003,-349.872673,-349.871728,-349.917249,34.87
gdb_72606,CC12CCC1(O)C1CN21,2.11648,1.90917,1.63371,1.6963,78.16,-0.2329,0.0677,0.3005,981.7768,0.170258,-403.096447,-403.087916,-403.086972,-403.128946,33.595
gdb_122715,C(COC=NCC=O)O,5.15604,0.50084,0.47775,3.5728,75.22,-0.2465,-0.0249,0.2215,2223.4715,0.143995,-476.212318,-476.201906,-476.200962,-476.250792,34.605
gdb_34085,N#CC12NC3C(C=C1)C23,3.58703,1.58877,1.365,3.9331,73.55,-0.2379,-0.0205,0.2175,930.2007,0.114601,-379.623918,-379.617381,-379.616437,-379.654639,26.699
gdb_81337,CC1C2CC1C(C)(O)C2,2.84112,1.37267,1.24297,1.1988,85.14,-0.2531,0.0772,0.3303,1161.2092,0.206356,-388.287669,-388.278854,-388.27791,-388.320129,36.076
gdb_133203,CC1=NNC=C(F)C1=N,2.44361,1.74257,1.02353,4.0438,74.67,-0.2069,-0.027,0.1799,1079.9264,0.113307,-458.102689,-458.094861,-458.093917,-458.134941,29.707
gdb_60810,CC(N(C)C=[NH2+])C([O-])=O,2.29972,1.60135,1.16707,3.444,71.77,-0.2246,0.0137,0.2383,1113.1952,0.15908,-456.379665,-456.370305,-456.369361,-456.413721,34.338
gdb_90755,OC1CC2C1COC2=O,2.64196,1.61112,1.361,3.4926,66.8,-0.2662,0.0016,0.2678,986.3727,0.137512,-458.99184,-458.984311,-458.983367,-459.024289,28.889
gdb_40433,C1CC1C12COCC1N2,3.99415,1.18883,1.06218,1.1585,78.43,-0.2449,0.0885,0.3334,1186.4312,0.173248,-403.114979,-403.107187,-403.106243,-403.147425,30.689
gdb_32102,CCc1cc(ncn1)C,3.43228,1.11758,0.9027,2.3473,85.27,-0.244,-0.0311,0.2129,1343.2623,0.160275,-382.146786,-382.13786,-382.136916,-382.181665,32.07
gdb_15533,CC1=CCCN1C=O,3.44022,1.90471,1.25998,3.4154,73.88,-0.2063,0.0032,0.2095,951.0106,0.142954,-363.907723,-363.899854,-363.898909,-363.940245,28.497
gdb_15946,OCC12CCC1CO2,3.53042,1.82043,1.48891,2.4422,67.01,-0.2439,0.0605,0.3045,899.8791,0.154274,-384.902202,-384.894619,-384.893675,-384.934355,28.613
gdb_132191,CC1=NC(=N)C=C(F)N1,1.96483,1.81302,0.94852,5.6906,73.36,-0.2121,-0.017,0.1951,1154.4714,0.112849,-458.138316,-458.130229,-458.129284,-458.171222,29.908
gdb_91026,OC1CC2C3CC3(O)C12,2.62062,1.8258,1.28786,3.0148,74.73,-0.2203,0.0596,0.2799,1006.5251,0.159964,-422.980596,-422.972831,-422.971887,-423.012458,31.661
gdb_114662,CCC1OC2CC1C2C,3.2825,1.12523,1.03804,1.5604,85.7,-0.2316,0.0974,0.329,1312.3155,0.206729,-388.277655,-388.26884,-388.267896,-388.310927,34.719
gdb_128377,CNC1=NOC=NC1=N,2.78077,1.57952,1.01371,0.8435,73.48,-0.2314,-0.0439,0.1875,1110.8409,0.113787,-450.114341,-450.106145,-450.105201,-450.147805,29.279
gdb_55314,[O-]C(=O)C1[NH2+]CC11CN1,2.48628,1.53629,1.12581,3.8269,68.36,-0.249,0.0107,0.2597,1085.4413,0.137432,-455.127624,-455.119649,-455.118705,-455.160706,29.87
gdb_85935,CC1(C)CC(O)C(O)C1,2.5164,1.2361,1.0789,2.4823,80.33,-0.2484,0.0473,0.2957,1261.4548,0.205304,-425.444119,-425.434394,-425.43345,-425.478186,38.326
gdb_108035,CCC12OC3C=CC1C23,3.4572,1.38176,1.32131,1.3643,79.67,-0.2193,0.0033,0.2226,1063.1697,0.159666,-385.853563,-385.845915,-385.844971,-385.885679,30.583
gdb_96132,OC1CCOC2CC12O,2.20648,1.78425,1.22839,2.4678,71.06,-0.2392,0.0661,0.3053,1055.8517,0.159188,-460.141969,-460.133563,-460.132619,-460.174465,33.239
gdb_81479,OC1C2OC1C1CC2O1,3.58629,1.60434,1.52958,1.6142,65.85,-0.2341,0.0451,0.2792,905.3188,0.138447,-458.887989,-458.881791,-458.880847,-458.918182,26.815
gdb_90391,CC1OC2C(C#C)C12O,2.17842,1.53961,1.28616,1.9707,75.01,-0.2292,0.0422,0.2714,1073.37,0.132832,-421.741748,-421.732839,-421.731895,-421.774829,33.894
gdb_41186,C1OC2C3CC12N=CO3,3.15053,1.8479,1.69099,2.5246,68.88,-0.2377,0.005,0.2427,850.9206,0.126071,-437.767737,-437.761522,-437.760578,-437.79797,25.999
gdb_73063,CC12OCC1C2OC=N,3.55243,1.06657,0.96563,4.5774,75.14,-0.244,0.0193,0.2633,1274.6571,0.146067,-439.033092,-439.024244,-439.0233,-439.067263,32.042
gdb_13885,CC(C)C1CCOC1,3.81351,1.35288,1.06277,1.7146,77.7,-0.2381,0.0798,0.318,1170.454,0.200797,-350.21936,-350.210415,-350.209471,-350.253265,32.979
gdb_92701,CC1=CCC(O)C1(C)C,1.9693,1.60753,1.30815,1.5879,86.81,-0.234,0.0255,0.2595,1161.2848,0.204364,-388.315718,-388.305761,-388.304817,-388.349547,38.764
gdb_116652,COC=NC(C)C(C)C,3.52142,0.71715,0.67843,2.6292,90.78,-0.2439,0.0255,0.2694,1820.236,0.213992,-405.550279,-405.538588,-405.537644,-405.588007,41.25
gdb_78839,CN1C2C3C2C1C3C=O,3.38165,1.2931,1.09847,2.8893,77.79,-0.2229,-0.0173,0.2056,1124.5509,0.147211,-401.879912,-401.872145,-401.871201,-401.912283,29.964
gdb_94291,OC1CCC11C2CCC12,2.7711,1.50116,1.18653,1.4852,82.22,-0.2324,0.076,0.3084,1121.0843,0.183412,-387.044534,-387.036239,-387.035295,-387.077438,32.831
gdb_47245,C1C=CC=CNC(=O)N1,2.69812,1.52768,1.0626,2.628,79.64,-0.2042,-0.0279,0.1763,1110.2485,0.139337,-418.046544,-418.038613,-418.037669,-418.079467,30.236
gdb_55287,CC1([NH3+])COC1C([O-])=O,2.37603,1.46458,1.17133,6.0952,68.05,-0.2543,0.0096,0.2639,1104.985,0.146638,-476.227302,-476.218235,-476.217291,-476.261129,33.803
gdb_19879,CN1C2CC3OC3C12,3.35187,2.26538,2.02071,1.7736,66.82,-0.2151,0.0652,0.2803,762.4541,0.143098,-363.808618,-363.801836,-363.800891,-363.839391,26.487
gdb_128408,C[NH2+]CC1=C([O-])ON=C1,3.76204,1.07642,0.85907,5.8903,71.57,-0.2198,0.0129,0.2327,1312.6094,0.137347,-455.133193,-455.12501,-455.124066,-455.166305,30.161
gdb_58452,CC(O)C1(C)CC(=O)C1,3.00635,1.02256,0.98396,3.4566,78.66,-0.2393,-0.0178,0.2215,1318.6097,0.179035,-424.239884,-424.229814,-424.228869,-424.27509,37.832
gdb_73365,OC12CCC3C1N3CC2,2.43097,1.93388,1.56976,2.438,76.17,-0.2232,0.07,0.2932,951.4857,0.173855,-403.140228,-403.132921,-403.131977,-403.171575,30.397
gdb_41157,C1OC23CC(C2)OCC13,2.91811,1.85723,1.43425,0.8784,73.92,-0.2441,0.0793,0.3235,942.7775,0.16231,-422.977513,-422.970914,-422.96997,-423.008075,28.118
gdb_85085,CC1NC(=O)C(C=O)=C1,2.49172,1.34594,0.91903,5.0963,74.17,-0.2474,-0.0786,0.1688,1232.4501,0.123925,-437.94885,-437.940299,-437.939354,-437.982427,30.804
gdb_106595,CCC12CC(CC)(C1)C2,4.15322,0.87198,0.86503,0.0131,94.02,-0.2788,0.0903,0.3691,1539.7729,0.228659,-352.327689,-352.317848,-352.316904,-352.362414,37.875
gdb_89562,CC1CC2(CN(C)C2)O1,4.97102,0.88738,0.87402,0.9111,83.99,-0.2136,0.0787,0.2923,1459.6987,0.193149,-404.314514,-404.305277,-404.304333,-404.348758,34.952
gdb_105246,CC1OC1(CO)C1CC1,2.63968,1.27147,1.00089,1.9982,78.5,-0.258,0.0815,0.3395,1267.4692,0.181231,-424.195623,-424.186132,-424.185187,-424.229788,35.9
gdb_45240,O=C1NC2CC3OC2C13,3.49659,1.67166,1.49927,2.7776,66.79,-0.2411,0.0118,0.2529,888.5783,0.128275,-437.897139,-437.891155,-437.890211,-437.927352,25.253
gdb_10844,OC1CCC(=O)OC1,4.6293,1.47849,1.1743,3.827,60.92,-0.2623,0.0085,0.2707,974.7775,0.13133,-420.91601,-420.908518,-420.907574,-420.947987,27.732
gdb_121213,CCOC1CNC1C=O,2.18889,1.14603,0.82376,3.7963,76.9,-0.2301,-0.0213,0.2088,1440.1728,0.168913,-440.256741,-440.246871,-440.245927,-440.292893,34.494
gdb_132389,c1c(nc(nc1F)N)F,2.03085,1.80554,0.95592,1.6373,60.39,-0.2417,-0.0205,0.2211,1071.7707,0.07795,-518.137029,-518.129921,-518.128977,-518.168697,26.722
gdb_123784,c1noc(=NC2CC2)o1,4.62162,1.14079,0.98673,1.119,69.09,-0.2335,-0.0165,0.2171,1164.4635,0.112782,-453.900446,-453.892989,-453.892045,-453.933092,27.555
gdb_6317,CC(CC(N)=O)C=O,3.52972,1.19128,1.00925,2.3576,65.39,-0.2511,-0.0203,0.2308,1166.5127,0.139562,-401.052176,-401.042738,-401.041794,-401.087424,32.578
gdb_71193,CC12CC3C1N3C2C=O,2.56942,1.70666,1.38465,3.7786,75.32,-0.2428,-0.0294,0.2135,997.3017,0.146731,-401.888687,-401.880766,-401.879821,-401.921136,30.33
gdb_92545,OC1CC2OCC2C1O,2.28901,1.86212,1.50802,2.2745,69.23,-0.257,0.0638,0.3208,961.5962,0.161764,-460.154674,-460.147251,-460.146307,-460.186296,30.258
gdb_126501,CCC1CN2N=NC=C12,3.57269,1.23165,0.97403,5.4266,78.38,-0.25,0.0096,0.2596,1216.0461,0.149493,-398.096865,-398.088924,-398.08798,-398.129876,29.329
gdb_32385,CNc1cc(oc1)C#N,6.72914,0.85627,0.76461,6.0159,79.24,-0.2151,-0.0387,0.1764,1415.9218,0.113616,-416.837956,-416.82975,-416.828806,-416.87099,29.841
gdb_9419,CCCCC(C)CC,5.36778,0.68248,0.64009,0.0608,89.83,-0.2945,0.0855,0.3799,1899.8713,0.24487,-315.49305,-315.481905,-315.480961,-315.529855,39.816
gdb_80376,CN1C2CC(O)(C#N)C12,2.37059,1.71033,1.21956,3.0379,72.73,-0.2496,0.0063,0.2559,1038.9364,0.134753,-417.959513,-417.95096,-417.950016,-417.992354,32.311
gdb_20230,C1N=C2C3C4C(C13)N24,4.68875,2.7837,2.42733,3.8489,64.38,-0.2074,-0.052,0.1555,611.9619,0.108708,-341.434396,-341.429348,-341.428403,-341.463059,21.587
gdb_55222,CC(=O)C1CNC(=O)N1,3.19764,1.22428,1.01776,5.8068,68.59,-0.2483,-0.0306,0.2178,1178.8348,0.13679,-455.21301,-455.204408,-455.203464,-455.246927,31.311
gdb_126586,CCCCc1[nH]ncn1,5.53868,0.66732,0.63629,3.0984,81.2,-0.2537,0.0158,0.2695,1802.4753,0.173044,-399.370429,-399.361297,-399.360353,-399.406102,32.487
gdb_126224,CCc1c(c(n[nH]1)O)N,2.97948,1.20846,0.92386,1.2166,75.07,-0.2093,0.0326,0.2419,1276.2555,0.148454,-435.29013,-435.280452,-435.279508,-435.32562,34.572
gdb_28082,c1c(c[nH]c1O)CC=O,4.89446,0.80957,0.75575,3.8038,73.42,-0.1915,-0.0098,0.1817,1454.169,0.123455,-437.926256,-437.917394,-437.91645,-437.961303,31.779
gdb_34599,C#CC1=CCC2CC2C1,3.63944,1.17479,0.98793,0.9242,90.28,-0.2235,-0.0112,0.2123,1228.1262,0.160328,-348.732686,-348.724629,-348.723684,-348.765158,32.026
gdb_56839,OC(C#C)C1C2CC1O2,3.1778,1.13264,0.97678,1.2635,74.09,-0.2398,0.0235,0.2634,1221.3464,0.133954,-421.701898,-421.693449,-421.692505,-421.735535,31.947
gdb_111230,OCC1C2CC1C=CC2,3.20831,1.22345,1.12797,1.4869,82.95,-0.2281,0.0249,0.253,1182.5944,0.184724,-387.079426,-387.071387,-387.070443,-387.11188,32.201
gdb_91396,CN1CC2NC(C1)C2=O,2.42662,1.68515,1.49366,1.1227,75.2,-0.2098,-0.0086,0.2012,993.3078,0.161483,-419.180112,-419.172308,-419.171364,-419.212219,30.541
gdb_66128,CC1(CCC2CC12)C=O,2.77736,1.33363,1.22455,2.7796,81.69,-0.2424,-0.0169,0.2255,1136.4268,0.182802,-387.107485,-387.098836,-387.097892,-387.140629,33.624
gdb_5606,Cn1ccnc1CO,3.41635,1.92005,1.32848,2.6846,67.19,-0.2196,0.0174,0.237,912.7328,0.132303,-379.954128,-379.9464,-379.945456,-379.986314,27.969
gdb_84696,OC1C=CC2CC1CO2,2.69404,1.7079,1.44359,0.9141,74.64,-0.2439,-0.003,0.2409,973.5182,0.162352,-423.035309,-423.028029,-423.027085,-423.066729,29.716
gdb_1061,CCc1cc[nH]c1,6.64589,1.81588,1.56812,1.7799,66.7,-0.1989,0.0515,0.2504,816.0269,0.138594,-288.683173,-288.676268,-288.675324,-288.714329,25.695
gdb_44849,N=C1OC2OC1C1OC21,3.63784,1.70514,1.55307,1.8247,60.23,-0.2759,0.0059,0.2818,848.6274,0.103188,-473.79825,-473.792349,-473.791405,-473.828485,24.102
gdb_78367,CC1C2C1C1=CCCC21,3.99476,1.16826,1.07698,0.579,90.18,-0.2168,0.0227,0.2395,1226.6581,0.184161,-349.917733,-349.909941,-349.908997,-349.949645,31.721
gdb_112583,CCC1CC(C)(O1)C#C,3.288,0.95906,0.8995,1.5853,85.59,-0.2497,0.0329,0.2826,1429.4541,0.179389,-387.052704,-387.042614,-387.04167,-387.087923,37.535
gdb_17512,N#CC12CC3C(O1)C23,5.06899,1.84304,1.68123,4.6351,61.8,-0.2603,-0.0089,0.2514,761.7208,0.096157,-361.398232,-361.392314,-361.391369,-361.42817,23.186
gdb_88008,CC1OC11CCC11CC1,2.81812,1.31906,1.1078,1.6889,83.49,-0.2517,0.0734,0.3251,1209.0983,0.181284,-387.054381,-387.045474,-387.04453,-387.087924,34.341
gdb_6548,CC(C)(O)C1CC1O,3.04666,1.63741,1.4636,2.93,70.59,-0.2482,0.0633,0.3115,979.3098,0.174892,-386.1248,-386.115702,-386.114758,-386.157562,35.337
gdb_32598,CCn1cc(cc1N)O,2.69233,1.22697,0.89996,2.3402,79.74,-0.1713,0.0541,0.2254,1310.6149,0.159147,-419.233482,-419.22368,-419.222736,-419.268481,35.828
gdb_52615,CC#CC(C)(C)N1CC1,2.0556,1.19943,0.98,1.5448,91.32,-0.2298,0.0522,0.2821,1389.6577,0.190927,-367.164998,-367.154093,-367.153149,-367.202019,39.269
gdb_42920,O=C1C2NC2C1C1CO1,2.94418,1.32144,1.01372,2.7476,69.59,-0.2442,-0.027,0.2171,1146.2553,0.123789,-437.820385,-437.812649,-437.811705,-437.85342,28.687
gdb_11049,OC12CC(C=C1)C=C2,3.53769,2.40701,2.02176,1.4108,67.31,-0.2241,-0.0056,0.2185,728.9019,0.131754,-346.585641,-346.579352,-346.578407,-346.615464,26.435
gdb_94290,CC1OCC11C2COC12,2.98467,1.43098,1.1772,2.0697,74.92,-0.2356,0.0665,0.3022,1095.3791,0.15873,-422.953458,-422.945314,-422.94437,-422.986396,30.9
gdb_30949,CCC1=C(O)NC(=N)O1,2.32402,1.39584,0.92137,3.0461,73.9,-0.1887,0.0374,0.2261,1258.6053,0.135283,-455.170776,-455.161693,-455.160749,-455.20473,33.399
